timestamp,congestion_level,weather_conditions,road_type,vehicle_type,temperature,population_density
8/1/2022 9:55,0.8312870336539955,Cloudy,Highway,Bicycle,23.286026564599698,1028.016130962826
8/1/2022 10:00,0.40053615427714195,Cloudy,City Street,Car,32.41606377984081,6822.899773979545
8/1/2022 10:27,0.4116470151526912,Cloudy,City Street,Bicycle,31.800112881422827,571.7089875333488
8/1/2022 10:54,0.8592813822126014,Cloudy,Residential,Bus,33.036252901639585,4902.710518963067
8/1/2022 11:00,0.40665604586574344,Cloudy,City Street,Bus,28.137224781770232,3493.8246463415753
8/1/2022 11:11,0.4356004246377092,Rainy,Residential,Bus,30.177311274786664,4318.627153817988
8/1/2022 11:22,0.19774991855233479,Clear,City Street,Car,22.33517100507482,3461.7089865504745
8/1/2022 11:33,0.7413004713057955,Cloudy,City Street,Bicycle,15.885796130819774,3724.3239782261717
8/1/2022 11:44,0.58,Cloudy,City Street,Bus,23.33310501511722,2841.417531836586
8/1/2022 11:55,0.11,Rainy,Residential,Car,25.914878854117916,5036.193111488133
8/1/2022 12:00,0.30079740603783034,Rainy,Highway,Bus,19.157973000404404,6970.481429746524
8/1/2022 12:11,0.17761312991032574,Clear,Residential,Car,29.18245805675292,7853.338503396388
8/1/2022 12:22,0.42,Cloudy,Highway,Bicycle,30.42419209688427,982.2323449149515
8/1/2022 12:33,0.3108827742513782,Clear,Highway,Bicycle,27.72,4934.337056721497
8/1/2022 12:44,0.6591530858492028,Rainy,Residential,Bicycle,30.509175813295712,5425.347589850931
8/1/2022 12:55,0.55,Clear,Highway,Car,23.081901537433346,9820.183660408045
8/1/2022 13:00,0.4708214099809487,Cloudy,Residential,Car,22.60325129366774,2446.6167521134635
8/1/2022 13:19,0.31653291427490515,Clear,Residential,Bicycle,15.517289565239336,9218.491970911644
8/1/2022 13:38,0.17764958607959258,Clear,City Street,Bus,26.944416235533637,7519.414713010286
8/1/2022 13:57,0.8226936798059759,Clear,Residential,Bicycle,32.68923558499461,2614.8883880782478
8/1/2022 14:00,0.4321789200832663,Rainy,Highway,Car,25.655847436123377,8492.643591680866
8/1/2022 14:16,0.8528916557084147,Cloudy,Residential,Bus,24.45634481232554,4191.332196575194
8/1/2022 14:32,0.6411912721586084,Cloudy,Highway,Car,21.89483733076293,799.0608721246961
8/1/2022 14:48,0.8878542596887942,Clear,Residential,Bicycle,21.792436690394613,6039.687292182302
8/1/2022 15:00,0.32146475274185804,Cloudy,City Street,Car,18.39321264509907,3925.133057504433
8/1/2022 15:21,0.3427138698247576,Rainy,City Street,Bicycle,16.610664428295582,6601.478362983284
8/1/2022 15:42,0.22036625044791186,Rainy,Residential,Car,32.53437758410875,2712.050883189598
8/1/2022 16:00,0.2102533350665283,Clear,City Street,Bicycle,28.964116550565286,3859.450087835654
8/1/2022 16:15,0.7080048626359665,Rainy,City Street,Bicycle,26.44131541717697,3688.0878171570557
8/1/2022 16:30,0.4962394509265925,Cloudy,City Street,Car,33.542235569214185,2762.06
8/1/2022 16:45,0.35286172867730303,Rainy,Highway,Bus,26.09283041267289,3203.463762980115
8/1/2022 17:00,0.3895448439163125,Clear,Residential,Car,16.84584159206285,2148.4182190281667
8/1/2022 17:11,0.51,Rainy,Highway,Bicycle,18.392424862854455,4001.5292920310344
8/1/2022 17:22,0.23324372378411856,Rainy,Highway,Car,23.181104475104718,4369.688714284903
8/1/2022 17:33,0.8467329410915032,Rainy,City Street,Car,32.225301438892025,6959.599010819644
8/1/2022 17:44,0.47063539646860675,Cloudy,Highway,Bicycle,16.953289648767353,6914.1605771902805
8/1/2022 17:55,0.28435330817413507,Clear,Residential,Car,17.427067864694017,5489.710502013132
8/1/2022 18:00,0.7922693977197727,Cloudy,Highway,Bus,16.124926827809077,1914.2142308734346
8/1/2022 18:17,0.13573544746570532,Rainy,Residential,Car,28.486006877277692,2262.806710355209
8/1/2022 18:34,0.5688427980947945,Cloudy,Residential,Car,15.502274984839934,4399.842162219117
8/1/2022 18:51,0.8226448952271144,Clear,Residential,Bus,18.934095034216277,6662.290564275428
8/1/2022 19:00,0.56,Clear,Highway,Car,24.136056538876247,9299.442561305917
8/1/2022 19:14,0.10498675785925632,Clear,Highway,Bus,25.489799981880278,5862.4081921695515
8/1/2022 19:28,0.57,Cloudy,Highway,Bicycle,21.812062474844247,3028.878627645343
8/1/2022 19:42,0.8437381331016964,Rainy,Residential,Bicycle,26.218162679492337,9694.268094352581
8/1/2022 19:56,0.5362403156479819,Rainy,Highway,Bicycle,18.796890362738573,4244.561966849255
8/1/2022 20:00,0.3182828530978209,Cloudy,Residential,Bus,19.90851097526256,7000.856360434415
8/1/2022 20:24,0.3851051613675327,Rainy,Highway,Bicycle,29.67015816741018,6190.520672328591
8/1/2022 20:48,0.39251521686372115,Rainy,Residential,Car,33.370075965536024,3206.9223431831847
8/1/2022 21:00,0.3555825924230881,Cloudy,City Street,Bus,24.337816556509456,3652.003697117701
8/1/2022 21:14,0.8221903179480473,Clear,Residential,Bus,30.316630334177656,3883.232835948277
8/1/2022 21:28,0.22192987630502714,Cloudy,Residential,Car,20.583220702636623,1491.246807456744
8/1/2022 21:42,0.42093352714087107,Cloudy,City Street,Bus,23.693032206212266,2891.726973155995
8/1/2022 21:56,0.7524720291757262,Rainy,City Street,Car,27.27937285723085,8068.528573594669
8/1/2022 22:00,0.7155513117406705,Rainy,City Street,Bicycle,27.264778364969782,2018.707741549476
8/1/2022 22:20,0.4925246787427623,Rainy,Residential,Bus,25.56275258245062,5760.735212009688
8/1/2022 22:40,0.49206464165350183,Clear,Residential,Car,22.661293954857065,3170.0091027110157
8/1/2022 23:00,0.5406810594838645,Clear,Residential,Car,33.44934472918341,1737.6441265354742
8/1/2022 23:24,0.44,Clear,City Street,Bus,20.350650096705316,9449.352592720186
8/1/2022 23:48,0.43161643646607106,Rainy,City Street,Bus,34.58415851830771,4530.845545157014
8/2/2022 0:00,0.6023772303603175,Clear,Highway,Bus,28.90904287440102,4908.514317967252
8/2/2022 0:22,0.8413742004904509,Clear,City Street,Car,33.48,1377.9703673724275
8/2/2022 0:44,0.5899203790293343,Rainy,Highway,Bus,28.385364124287804,4529.766456442112
8/2/2022 1:00,0.8709710049980425,Rainy,City Street,Bicycle,19.32772190722615,9874.627901126354
8/2/2022 1:20,0.7071563044850934,Cloudy,Residential,Car,15.545097080797841,2909.0989642946543
8/2/2022 1:40,0.2100147823754245,Cloudy,City Street,Car,30.630280551772724,1105.3528224881816
8/2/2022 2:00,0.6926058959101679,Rainy,Highway,Bicycle,33.765118185133744,5458.1091581870605
8/2/2022 2:13,0.17281159485585135,Cloudy,Highway,Bus,32.377803082840245,7288.483420342803
8/2/2022 2:26,0.5433225959506424,Clear,Highway,Bicycle,26.522551213013298,4449.496565636116
8/2/2022 2:39,0.4367741992242582,Clear,Highway,Bicycle,26.310357871176983,6959.51
8/2/2022 2:52,0.5841972255263793,Cloudy,Residential,Bus,29.856024054011904,3366.6091364348745
8/2/2022 3:00,0.3288915340533216,Rainy,Residential,Car,32.17266624095579,4625.153949725817
8/2/2022 3:21,0.7818051471777413,Rainy,Residential,Bicycle,20.557594888707882,1653.0739620159206
8/2/2022 3:42,0.3048507746787992,Rainy,Residential,Bicycle,21.98964565097352,1228.0331111517805
8/2/2022 4:00,0.7023260719768247,Cloudy,Highway,Bicycle,26.34155844419439,5398.588922499491
8/2/2022 4:18,0.3804185486606023,Clear,City Street,Car,20.314092995564568,3795.2973421754427
8/2/2022 4:36,0.8913767846382199,Cloudy,Residential,Car,33.19424798633888,4155.298966121348
8/2/2022 4:54,0.7914138853189898,Rainy,Highway,Bus,29.14394305102963,5767.9621100149225
8/2/2022 5:00,0.5180666076365451,Cloudy,City Street,Car,16.13239598697864,1060.8196270132776
8/2/2022 5:18,0.7234608560441764,Cloudy,Residential,Bicycle,21.820891986207638,8362.504812820014
8/2/2022 5:36,0.7622800986731254,Rainy,City Street,Bus,31.621588987341674,6630.806858806317
8/2/2022 5:54,0.5181601221736547,Cloudy,Residential,Bicycle,28.712636989607812,7206.120775612894
8/2/2022 6:00,0.4338879644723257,Rainy,Highway,Bicycle,33.21406914172597,3839.7031482322986
8/2/2022 6:24,0.8517655778327471,Rainy,City Street,Bicycle,15.403649530261985,9056.283214479921
8/2/2022 6:48,0.6226704417180142,Clear,Residential,Car,17.198595007840456,3041.038152358257
8/2/2022 7:00,0.5620325864637116,Rainy,Highway,Bus,27.344978955438556,2045.3155281203992
8/2/2022 7:21,0.7561710661645139,Clear,Residential,Car,25.503622556278906,2169.637585315625
8/2/2022 7:42,0.6006738961847092,Cloudy,Residential,Car,17.142437083106866,2643.55
8/2/2022 8:00,0.32543413036754987,Clear,City Street,Bus,18.896871021376256,5876.738123905702
8/2/2022 8:25,0.24790974711909516,Cloudy,Residential,Bicycle,30.269700675144335,8892.674901518174
8/2/2022 8:50,0.5050189218049211,Cloudy,City Street,Bus,23.423898283550628,1521.5620008416263
8/2/2022 9:00,0.2668777614626017,Clear,Residential,Car,20.99091279417668,1156.6207836870758
8/2/2022 9:17,0.6348576243391242,Rainy,Residential,Bus,18.485952499088864,4155.200495571027
8/2/2022 9:34,0.12315918555850543,Cloudy,Highway,Bicycle,33.096462246092145,2915.677899934913
8/2/2022 9:51,0.23550397050192018,Cloudy,Residential,Bus,18.743269113553758,1143.5863200540202
8/2/2022 10:00,0.5628094760205663,Rainy,Highway,Bicycle,17.26048425023977,6955.737485710825
8/2/2022 10:15,0.2826741503688007,Cloudy,City Street,Bicycle,26.171068143561907,3884.4141076956257
8/2/2022 10:30,0.26,Rainy,Highway,Bicycle,20.947049270133135,6933.711067891862
8/2/2022 10:45,0.3046482159972187,Cloudy,Residential,Bus,18.00367018927577,9923.990314349858
8/2/2022 11:00,0.64,Clear,Residential,Bicycle,17.77,7905.191718218507
8/2/2022 11:20,0.47627237346607065,Clear,Residential,Car,26.647066367409206,1728.816336084012
8/2/2022 11:40,0.23046141781602092,Cloudy,Residential,Car,21.245909417284444,9341.629762180439
8/2/2022 12:00,0.8497690969018828,Rainy,Residential,Car,17.65959577685923,1404.6509653853677
8/2/2022 12:16,0.38811765029905254,Clear,Highway,Bus,18.32098034942431,8219.56
8/2/2022 12:32,0.22404209812192344,Cloudy,Residential,Car,27.342920244934874,4356.713612279978
8/2/2022 12:48,0.6083271024787003,Clear,City Street,Bus,22.496888338201742,1966.5280031913605
8/2/2022 13:00,0.2392095448494551,Rainy,Residential,Car,24.258354427720125,5913.524147028481
8/2/2022 13:12,0.52,Clear,Highway,Bus,25.706754971810227,3448.38
8/2/2022 13:24,0.55,Rainy,Residential,Bicycle,19.12914046839149,5129.004128205066
8/2/2022 13:36,0.5052725223256572,Rainy,Highway,Car,34.20278082384755,1026.0062321620294
8/2/2022 13:48,0.16713779336078688,Clear,Highway,Bus,26.09985634880151,7618.24
8/2/2022 14:00,0.88,Cloudy,Residential,Bus,15.814791274630407,7129.965720709476
8/2/2022 14:25,0.70,Rainy,Highway,Bus,29.49100572724954,9568.707136176441
8/2/2022 14:50,0.8939181392773395,Rainy,Residential,Car,30.93407766770785,4260.870561909751
8/2/2022 15:00,0.6888812093574299,Cloudy,Residential,Bus,30.769422261632457,9677.994748537993
8/2/2022 15:21,0.8222006929146563,Cloudy,Highway,Bus,33.38680423882793,2854.148776447867
8/2/2022 15:42,0.82,Cloudy,Highway,Bicycle,29.558390612561816,3831.279066627619
8/2/2022 16:00,0.13108223783984602,Rainy,Residential,Car,33.99293756577738,6112.0910875275795
8/2/2022 16:13,0.7102843859513887,Rainy,Residential,Bicycle,33.11029838289964,2887.875338523435
8/2/2022 16:26,0.6980124218594275,Cloudy,City Street,Car,30.469001816847268,4977.921202216797
8/2/2022 16:39,0.5975172346125799,Cloudy,City Street,Car,33.10964975102466,7960.227525572221
8/2/2022 16:52,0.7761539084755681,Rainy,Highway,Bus,27.201648936428292,7881.088932993145
8/2/2022 17:00,0.5533625838906548,Rainy,City Street,Bus,24.921038360080242,8698.094733055257
8/2/2022 17:19,0.7537227879274356,Cloudy,Residential,Bicycle,19.88059047378679,2507.684285831101
8/2/2022 17:38,0.31186468847298743,Clear,Highway,Bus,21.237107680161067,3133.2010804082347
8/2/2022 17:57,0.40535450957087715,Cloudy,Residential,Bicycle,32.61716761730027,6631.87
8/2/2022 18:00,0.4805053047535527,Clear,Residential,Bicycle,18.839651284994783,8482.366477712683
8/2/2022 18:20,0.5759301957937726,Cloudy,City Street,Car,27.48,967.6483163366478
8/2/2022 18:40,0.3006024317248242,Cloudy,Residential,Car,20.66725139110209,7417.079472156554
8/2/2022 19:00,0.34207040537684397,Clear,Highway,Bus,33.196777601396946,8903.842611239505
8/2/2022 19:15,0.7683653817116066,Clear,Residential,Bus,18.63565425886022,2774.600789295337
8/2/2022 19:30,0.30459578175884827,Rainy,City Street,Car,22.275429658057945,8128.228590025611
8/2/2022 19:45,0.27471249646909196,Clear,Residential,Bicycle,18.780249645109773,2773.092938767034
8/2/2022 20:00,0.7902934938658155,Clear,City Street,Bicycle,24.890465248238918,3701.9216391628597
8/2/2022 20:19,0.4246166160089081,Clear,City Street,Bicycle,33.11709533535992,3058.499111969323
8/2/2022 20:38,0.66,Clear,Residential,Bicycle,26.398096608611866,3329.269586261907
8/2/2022 20:57,0.2454197026022146,Clear,Residential,Bus,32.76,2924.7088137831065
8/2/2022 21:00,0.5836731688280503,Cloudy,Highway,Car,25.72088124977074,5997.9573585363005
8/2/2022 21:23,0.3269932318490789,Rainy,Highway,Car,18.948551084253765,8470.26
8/2/2022 21:46,0.7981565893549444,Cloudy,City Street,Car,29.611476788784383,7917.473213329582
8/2/2022 22:00,0.44,Cloudy,Highway,Bus,25.44930240577265,2727.820855452545
8/2/2022 22:27,0.7894403557256296,Cloudy,City Street,Car,34.44,6727.9590061081835
8/2/2022 22:54,0.10369385389626232,Clear,City Street,Bicycle,28.154716432015277,7185.5766917280425
8/2/2022 23:00,0.3068928458803837,Rainy,Residential,Bicycle,31.01,4892.014884512855
8/2/2022 23:27,0.8286914137102945,Cloudy,City Street,Bus,30.523421480277047,2229.7258706697003
8/2/2022 23:54,0.18443784949325848,Clear,City Street,Bus,32.056661978396576,6963.312494816967
8/3/2022 0:00,0.47737470781432667,Cloudy,City Street,Bicycle,21.580976171523066,7787.614421608573
8/3/2022 0:17,0.7798491501245123,Rainy,Residential,Bus,32.733265951215984,4275.327754664325
8/3/2022 0:34,0.8733677403034575,Cloudy,Residential,Bicycle,26.070818206114637,4555.599555052203
8/3/2022 0:51,0.3537273992739701,Rainy,Residential,Car,27.434535562001408,6167.338522142618
8/3/2022 1:00,0.6512168040153077,Clear,Residential,Bus,20.353863722977025,5860.875169681146
8/3/2022 1:19,0.6008567386554733,Clear,Residential,Bicycle,33.34008185586534,8614.679901922922
8/3/2022 1:38,0.57,Rainy,Highway,Bicycle,31.919004482390502,4143.615126929033
8/3/2022 1:57,0.6587990947534433,Rainy,Highway,Car,27.085622780773072,8480.743349583945
8/3/2022 2:00,0.5960934125841986,Cloudy,City Street,Bicycle,30.12731356242014,779.79
8/3/2022 2:19,0.8497345066848193,Rainy,Residential,Bus,33.52585497549407,4763.26
8/3/2022 2:38,0.5258194427229512,Cloudy,Highway,Bus,17.384312936487138,6557.947515793935
8/3/2022 2:57,0.5257732336170651,Clear,City Street,Bicycle,27.58362354146734,3462.2993457255448
8/3/2022 3:00,0.5891374274839823,Rainy,Residential,Bicycle,29.37086560501626,1627.9752067524319
8/3/2022 3:17,0.6756303143256102,Clear,Highway,Bus,21.913206734127783,8262.426671439163
8/3/2022 3:34,0.4658556727751474,Clear,Residential,Bicycle,30.19409458947673,9364.200607461393
8/3/2022 3:51,0.20053776862575648,Rainy,City Street,Bicycle,17.449177029611008,8280.876397193957
8/3/2022 4:00,0.45,Rainy,City Street,Bus,34.15660295255415,8457.780415180649
8/3/2022 4:26,0.3726326618337732,Clear,Residential,Bus,23.979943263794077,9150.075711240863
8/3/2022 4:52,0.21673000316030003,Clear,City Street,Bus,26.974705589238454,6456.0452999812915
8/3/2022 5:00,0.3077604035417393,Clear,City Street,Car,31.51609352132432,2620.9690549241222
8/3/2022 5:23,0.7604108656496295,Clear,Highway,Bicycle,25.18134981537166,7584.181082636243
8/3/2022 5:46,0.3159043453389532,Rainy,City Street,Car,24.39301594076433,4052.107357322287
8/3/2022 6:00,0.79,Rainy,City Street,Bicycle,23.878590717946906,4655.10
8/3/2022 6:19,0.5203357736980025,Rainy,Highway,Bus,30.60520002673445,9336.161757550357
8/3/2022 6:38,0.5713576420903397,Cloudy,Residential,Car,24.214614380615952,3169.0351485935253
8/3/2022 6:57,0.35114503145897713,Clear,City Street,Bicycle,27.37,4552.554471894466
8/3/2022 7:00,0.12095039022515071,Cloudy,Residential,Bus,19.060053988118263,1552.0028273086084
8/3/2022 7:26,0.8909389346841039,Clear,Residential,Bus,34.073321201885264,7758.576851551832
8/3/2022 7:52,0.2518544271807066,Clear,Residential,Car,34.233119350630936,2962.635595597579
8/3/2022 8:00,0.5981017359403097,Cloudy,Highway,Car,29.076568960709903,2317.260129156177
8/3/2022 8:19,0.6799587299065906,Rainy,Highway,Bus,29.72370125543339,9833.821184498609
8/3/2022 8:38,0.8277860795085503,Cloudy,Highway,Bicycle,24.737664217743003,8676.91
8/3/2022 8:57,0.5514829096653558,Rainy,City Street,Bicycle,15.180939951670844,2565.6310299492498
8/3/2022 9:00,0.6783495845008797,Cloudy,City Street,Bus,30.978475833479663,851.0347568687364
8/3/2022 9:18,0.3162975179174041,Clear,Residential,Bus,23.01238352744314,799.4618621140758
8/3/2022 9:36,0.5824023834338541,Cloudy,Residential,Car,18.561150503128644,3913.524788971523
8/3/2022 9:54,0.63,Cloudy,Residential,Car,30.737295543960315,8761.203193262172
8/3/2022 10:00,0.6716384302536177,Rainy,Highway,Bus,30.826011585809756,3969.673564035299
8/3/2022 10:28,0.40822867488637127,Rainy,City Street,Car,32.70820329785172,2001.159281359501
8/3/2022 10:56,0.52,Clear,Residential,Car,24.66183436590014,5579.149011413562
8/3/2022 11:00,0.4794867001162866,Rainy,City Street,Car,31.953805270968438,3919.6921804849662
8/3/2022 11:21,0.4444432765575568,Rainy,Highway,Bus,34.14,898.6200208180253
8/3/2022 11:42,0.3908137966380436,Cloudy,Residential,Car,24.56905731300141,5823.104744403609
8/3/2022 12:00,0.19636852406544314,Clear,City Street,Car,21.327815160596508,8347.538079293132
8/3/2022 12:18,0.37868310304396224,Clear,City Street,Car,33.910574349899804,1881.7584991794984
8/3/2022 12:36,0.20945307548932268,Cloudy,City Street,Bus,23.158615534270684,945.9617837243206
8/3/2022 12:54,0.5996079034450081,Clear,Highway,Car,26.854018319983563,3952.1600681986647
8/3/2022 13:00,0.37670828312170146,Clear,Highway,Bus,33.26126189329398,3620.0632521141583
8/3/2022 13:26,0.2071295486781203,Cloudy,Residential,Bus,29.78239968601571,5593.922195278175
8/3/2022 13:52,0.47150367380732794,Rainy,City Street,Car,16.988511110418564,9447.223980617595
8/3/2022 14:00,0.20547078990205822,Rainy,Residential,Bus,34.31706317641897,9064.832455324035
8/3/2022 14:28,0.7543387954605761,Clear,City Street,Bicycle,29.384346775527025,8385.916590827153
8/3/2022 14:56,0.27149782987336324,Rainy,Residential,Car,28.54,2068.386735667515
8/3/2022 15:00,0.6296465438855187,Rainy,Highway,Bus,27.56247085721694,9840.790717096077
8/3/2022 15:23,0.5445911516272876,Cloudy,City Street,Bicycle,33.54985339884726,670.5575608700175
8/3/2022 15:46,0.5599066612835787,Clear,Highway,Bus,21.327981688808897,3208.354342384518
8/3/2022 16:00,0.11,Clear,Highway,Car,15.28,7303.123427394881
8/3/2022 16:13,0.3165526041320482,Clear,City Street,Car,28.361380126344105,1559.6316793580402
8/3/2022 16:26,0.6714172803608491,Rainy,Residential,Car,27.824628393115155,3143.885032106981
8/3/2022 16:39,0.6690405756461447,Rainy,City Street,Car,25.604474865521883,3632.319560935712
8/3/2022 16:52,0.36056183294504673,Clear,City Street,Car,28.467575738688232,3416.38
8/3/2022 17:00,0.14314555691278735,Cloudy,Highway,Bus,24.292099324217673,9415.824954626736
8/3/2022 17:14,0.23182414626687048,Clear,City Street,Bicycle,32.70066305053163,2907.8776253117176
8/3/2022 17:28,0.19453567983330117,Rainy,Highway,Car,29.393524236789396,5321.0892033876635
8/3/2022 17:42,0.24868557484430484,Rainy,Highway,Car,21.926354775181565,7741.593907172757
8/3/2022 17:56,0.26648832796476607,Clear,Residential,Bus,24.50048107676899,1524.1521004659037
8/3/2022 18:00,0.8747594312059846,Cloudy,City Street,Bicycle,18.587065395663046,2740.3518236532486
8/3/2022 18:22,0.6892404140192739,Clear,Highway,Bicycle,25.049927459081744,3701.927363654361
8/3/2022 18:44,0.1614130125610653,Clear,City Street,Bus,21.501658972443657,5241.62
8/3/2022 19:00,0.6857546601496336,Cloudy,Residential,Bus,30.509093712713824,6024.067582543133
8/3/2022 19:21,0.4445932893482055,Clear,City Street,Bus,24.19578683523321,1562.6436772949555
8/3/2022 19:42,0.5332314903893102,Clear,City Street,Bus,23.81014007001067,4302.3886998101925
8/3/2022 20:00,0.5797952779638601,Clear,Highway,Bicycle,30.759404653278708,2707.2605101423646
8/3/2022 20:28,0.38,Rainy,Residential,Bus,25.713865371294844,4503.232108932822
8/3/2022 20:56,0.3019082906250389,Clear,Residential,Car,18.19971881710145,8396.58
8/3/2022 21:00,0.7301067215412979,Cloudy,City Street,Bicycle,28.91410447834639,6065.4783627392835
8/3/2022 21:18,0.4328910783443133,Rainy,Residential,Car,17.70109227177283,8639.742685956398
8/3/2022 21:36,0.12272202457055004,Clear,City Street,Bus,19.333513659379378,4054.815522007668
8/3/2022 21:54,0.6428659011912774,Rainy,Residential,Car,30.27307257752403,2717.4504796876254
8/3/2022 22:00,0.19498885830685025,Rainy,Residential,Bus,17.90,3302.407527409936
8/3/2022 22:30,0.3703063076205795,Cloudy,Highway,Bicycle,30.909238570513487,5479.612757274355
8/3/2022 23:00,0.19132753058900376,Cloudy,Highway,Car,21.999025056510547,9842.47
8/3/2022 23:29,0.8919614587650564,Clear,City Street,Car,20.52284627478594,9028.211156156905
8/3/2022 23:58,0.1716258033326798,Cloudy,Residential,Bicycle,31.76504364712534,7207.852471049496
8/4/2022 0:00,0.5915975482931131,Rainy,Highway,Bicycle,30.919702499200135,5939.884142266277
8/4/2022 0:28,0.7796059420141205,Clear,Residential,Bus,31.243281854817436,2310.37
8/4/2022 0:56,0.15554727495426646,Rainy,City Street,Bicycle,22.584025123020844,9186.315219784823
8/4/2022 1:00,0.4843377607260443,Rainy,City Street,Bicycle,22.362400370241815,3911.7549130702137
8/4/2022 1:16,0.18746655669807427,Rainy,City Street,Car,23.035631562247303,7801.575509399194
8/4/2022 1:32,0.7693801641681043,Cloudy,City Street,Bicycle,32.911931989821454,3159.090254258019
8/4/2022 1:48,0.17890147110884894,Clear,Residential,Bicycle,25.764332636300146,569.0270511846809
8/4/2022 2:00,0.3276502580684806,Cloudy,Residential,Bicycle,19.16525809813285,5927.21
8/4/2022 2:12,0.12006840152236996,Clear,Residential,Bicycle,25.22684338670878,2657.4923784645916
8/4/2022 2:24,0.6824590353031394,Cloudy,Highway,Bus,31.497073404509962,9638.573931966383
8/4/2022 2:36,0.5319888858729888,Cloudy,Highway,Bicycle,30.27671856377653,3989.1872431241477
8/4/2022 2:48,0.11826136390347308,Rainy,Residential,Bicycle,19.399795333704382,3110.4216990169675
8/4/2022 3:00,0.3355133249143239,Rainy,Highway,Bicycle,33.13,1318.2671205214558
8/4/2022 3:30,0.1706246004885707,Cloudy,City Street,Car,28.813479082968065,585.1755216914758
8/4/2022 4:00,0.4191516366842408,Rainy,Highway,Bicycle,22.758828900849515,9849.163081195991
8/4/2022 4:18,0.6620724836926548,Cloudy,Residential,Bicycle,19.467244284265306,6543.189879620124
8/4/2022 4:36,0.7177543472637746,Cloudy,Residential,Bicycle,17.710849478155552,3517.0081164068847
8/4/2022 4:54,0.8596145768532274,Rainy,Residential,Bicycle,25.818132628037276,3340.904633291373
8/4/2022 5:00,0.8565713790318913,Clear,City Street,Bus,29.18849247714213,8806.789895041486
8/4/2022 5:12,0.6682662705045033,Clear,Highway,Car,34.654019643109834,3783.7779407594676
